Key_words,Definition,Url
Glandular fever,"Glandular fever is a viral infection usually caused by the Epstein-Barr virus. The virus is spread from person-to-person through saliva. Symptoms include sore throat, fever, swollen glands and fatigue. Glandular fever can affect people of all ages but is more common in young adults and teenagers. Key facts Glandular fever is a viral infection usually caused by the Epstein-Barr virus. The virus is spread from person-to-person through saliva. Symptoms include sore throat, fever, swollen glands and fatigue. Glandular fever can affect people of all ages but is more common in young adults and teenagers.",https://www.healthdirect.gov.au/depression-in-young-people
Glaucoma,"Glaucoma is a common eye problem that can cause vision loss due to damage to your optic nerve. There are 2 main types of glaucoma: open-angle and closed-angle glaucoma. Regular eye tests by an optometrist can reduce your chance of vision loss. If untreated, glaucoma can cause blindness. Glaucoma is a common eye problem that can cause vision loss due to damage to your optic nerve. There are 2 main types of glaucoma: open-angle and closed-angle glaucoma. Regular eye tests by an optometrist can reduce your chance of vision loss. If untreated, glaucoma can cause blindness.",https://www.healthdirect.gov.au/pleural-effusion
Gliomas in children,A glioma is a tumour that grows in the glial cells of the brain or spinal cord. There are different types of gliomas. There are several treatment options for gliomas in children. A glioma is a tumour that grows in the glial cells of the brain or spinal cord. There are different types of gliomas. There are several treatment options for gliomas in children.,https://www.healthdirect.gov.au/plantar-fasciitis
Glue ear,"Glue ear (also known as ‘otitis media with effusion’) is a condition where fluid builds up inside your middle ear and becomes thick and sticky. It is common in young children and often occurs after a cold or an ear infection. Glue ear can cause hearing loss, which may cause some children to be irritable and can delay speech and language development. The fluid may clear up by itself without treatment — this can take up to 3 months. If the fluid doesn’t clear up, it can be treated with tiny tubes called grommets that help the fluid drain. Glue ear (also known as ‘otitis media with effusion’) is a condition where fluid builds up inside your middle ear and becomes thick and sticky. It is common in young children and often occurs after a cold or an ear infection. Glue ear can cause hearing loss, which may cause some children to be irritable and can delay speech and language development. The fluid may clear up by itself without treatment — this can take up to 3 months. If the fluid doesn’t clear up, it can be treated with tiny tubes called grommets that help the fluid drain.",https://www.healthdirect.gov.au/depression-in-women
Goitre,"Goitre is an enlarged thyroid gland — your thyroid is the butterfly-shaped gland at the base of your neck. Goitre can show as an obvious lump or swelling at the bottom of your neck. Goitres are usually painless but can feel sore or tender. A large goitre can make it hard to breathe or swallow. Goitre can also affect the amount of thyroid hormone that you make. There are several causes, and your treatment will depend on the cause of your goitre. Goitre is an enlarged thyroid gland — your thyroid is the butterfly-shaped gland at the base of your neck. Goitre can show as an obvious lump or swelling at the bottom of your neck. Goitres are usually painless but can feel sore or tender. A large goitre can make it hard to breathe or swallow. Goitre can also affect the amount of thyroid hormone that you make. There are several causes, and your treatment will depend on the cause of your goitre.",https://www.healthdirect.gov.au/depression-in-men
Gout,"Gout can cause painful inflammation in a joint, caused by a build-up of urate crystals. The big toe is most often affected, but gout can affect any joint. To diagnose gout, a sample of fluid from your affected joint can be checked for urate crystals. Your doctor can prescribe medicines to treat the pain and inflammation. There are also treatments to reduce your risk of future gout attacks. Gout can cause painful inflammation in a joint, caused by a build-up of urate crystals. The big toe is most often affected, but gout can affect any joint. To diagnose gout, a sample of fluid from your affected joint can be checked for urate crystals. Your doctor can prescribe medicines to treat the pain and inflammation. There are also treatments to reduce your risk of future gout attacks.",https://www.healthdirect.gov.au/pityriasis-rosea
Granuloma,"A granuloma is a tiny cluster of white blood cells and other tissue. It can be found in the lungs, skin or other parts of the body. They form as a reaction to infections, inflammation, irritants or foreign objects. Granulomas aren’t cancerous. A granuloma is a tiny cluster of white blood cells and other tissue. It can be found in the lungs, skin or other parts of the body. They form as a reaction to infections, inflammation, irritants or foreign objects. Granulomas aren’t cancerous.",https://www.healthdirect.gov.au/pilonidal-disease
Graves' disease,"Graves’ disease, the most common cause of an overactive thyroid, is an autoimmune disease most common in females aged 20 to 40 years. Your symptoms may include anxiety, irritability, a racing heart, feeling hot, sweating and tremor. You may have bulging eyes and an enlarged thyroid gland (goitre) in your neck. Your doctor can diagnose Graves’ disease with blood tests and treat you with medications and sometimes surgery. Graves’ disease, the most common cause of an overactive thyroid, is an autoimmune disease most common in females aged 20 to 40 years. Your symptoms may include anxiety, irritability, a racing heart, feeling hot, sweating and tremor. You may have bulging eyes and an enlarged thyroid gland (goitre) in your neck. Your doctor can diagnose Graves’ disease with blood tests and treat you with medications and sometimes surgery.",https://www.healthdirect.gov.au/postnatal-depression
Groin irritation and infection,"Groin irritation or infection can cause itching, burning, stinging, redness, swelling and flaking skin. You can ease the irritation by using a cool compress or an ice pack — ice packs should never be placed directly on your skin but should be wrapped in something soft like a tea towel. Wearing loose, cotton clothes may lessen your groin irritation. If you have broken skin or sores, don't use any cream or lotion until you have checked with your doctor. Do not share towels while your skin is irritated or if you have a skin infection. Key facts Groin irritation or infection can cause itching, burning, stinging, redness, swelling and flaking skin. You can ease the irritation by using a cool compress or an ice pack — ice packs should never be placed directly on your skin but should be wrapped in something soft like a tea towel. Wearing loose, cotton clothes may lessen your groin irritation. If you have broken skin or sores, don't use any cream or lotion until you have checked with your doctor. Do not share towels while your skin is irritated or if you have a skin infection.",https://www.healthdirect.gov.au/dental-injury
Group A streptococcal (GAS) infection,"Group A streptococcus (GAS) is a type of bacteria often found in the throat and on the skin. It can cause strep throat, scarlet fever, impetigo, cellulitis and other rare but severe health conditions. The best way to prevent group A streptococcal infections is to follow good hygiene practices and stay home when you're sick. GAS infections can be treated with antibiotics. Key facts Group A streptococcus (GAS) is a type of bacteria often found in the throat and on the skin. It can cause strep throat, scarlet fever, impetigo, cellulitis and other rare but severe health conditions. The best way to prevent group A streptococcal infections is to follow good hygiene practices and stay home when you're sick. GAS infections can be treated with antibiotics.",https://www.healthdirect.gov.au/phobias-overview
Guillain-Barre syndrome,"Guillain-Barre syndrome is a rare autoimmune disease where your immune system attacks your nerves. The cause of Guillain-Barre syndrome is not known, but it usually starts after a viral or bacterial infection. The illness may start with tingling and weakness in your legs that spreads to your upper body, and can lead to almost complete paralysis in some people. Many people with Guillain-Barre syndrome need treatment in hospital. You’re likely to recover significantly over the first year, but some symptoms may continue throughout your life. Guillain-Barre syndrome is a rare autoimmune disease where your immune system attacks your nerves. The cause of Guillain-Barre syndrome is not known, but it usually starts after a viral or bacterial infection. The illness may start with tingling and weakness in your legs that spreads to your upper body, and can lead to almost complete paralysis in some people. Many people with Guillain-Barre syndrome need treatment in hospital. You’re likely to recover significantly over the first year, but some symptoms may continue throughout your life.",https://www.healthdirect.gov.au/dengue-fever
Gum disease,"Gum disease occurs when the tissue that surrounds and supports your teeth becomes inflamed. Gum disease is very common in Australia, with 3 in every 10 adults having moderate to severe gum disease (periodontitis). The early stage of gum disease is reversible, but if left untreated it may lead to more serious gum disease and infection. Brushing your teeth and gums twice a day can help prevent gum disease. Visit your dental practitioner regularly to keep your mouth healthy. Key facts Gum disease occurs when the tissue that surrounds and supports your teeth becomes inflamed. Gum disease is very common in Australia, with 3 in every 10 adults having moderate to severe gum disease (periodontitis). The early stage of gum disease is reversible, but if left untreated it may lead to more serious gum disease and infection. Brushing your teeth and gums twice a day can help prevent gum disease. Visit your dental practitioner regularly to keep your mouth healthy.",https://www.healthdirect.gov.au/younger-onset-dementia
Gynaecomastia,"Gynaecomastia is an increase in breast tissue in males. It is caused by a hormone imbalance, medicines, or an underlying illness. If you have pain or tenderness or a lump see your doctor to find out the cause. Key facts Gynaecomastia is an increase in breast tissue in males. It is caused by a hormone imbalance, medicines, or an underlying illness. If you have pain or tenderness or a lump see your doctor to find out the cause.",https://www.healthdirect.gov.au/phenylketonuria
Haemochromatosis,"Haemochromatosis causes your body to take in and store too much iron. Haemochromatosis is an inherited condition. In some people, the extra iron can lead to organ damage. Haemochromatosis causes your body to take in and store too much iron. Haemochromatosis is an inherited condition. In some people, the extra iron can lead to organ damage.",https://www.healthdirect.gov.au/dementia-overview
Haemolytic uraemic syndrome (HUS),"Haemolytic uraemic syndrome (HUS) is a rare, life-threatening illness where your kidneys stop working properly. HUS is most common in children younger than 5 years of age. HUS is most commonly caused by an infection from a type of E.coli bacteria. If you have HUS, you will need treatment in hospital. Key facts Haemolytic uraemic syndrome (HUS) is a rare, life-threatening illness where your kidneys stop working properly. HUS is most common in children younger than 5 years of age. HUS is most commonly caused by an infection from a type of E.coli bacteria. If you have HUS, you will need treatment in hospital.",https://www.healthdirect.gov.au/personality-disorders
Haemophilia,"Haemophilia is an inherited bleeding disorder, which means it can be passed on from birth parents to their children. If you have haemophilia, your blood doesn’t clot properly, which makes it difficult to control bleeding. Some people have mild haemophilia, while others are more severely affected. The main symptoms of haemophilia are easy bruising, having large bruises, and greater than normal bleeding from surgery or menstruation. There is no cure for haemophilia, but heavy bleeding can be controlled with medical treatment. Key facts Haemophilia is an inherited bleeding disorder, which means it can be passed on from birth parents to their children. If you have haemophilia, your blood doesn’t clot properly, which makes it difficult to control bleeding. Some people have mild haemophilia, while others are more severely affected. The main symptoms of haemophilia are easy bruising, having large bruises, and greater than normal bleeding from surgery or menstruation. There is no cure for haemophilia, but heavy bleeding can be controlled with medical treatment.",https://www.healthdirect.gov.au/peritonitis
Haemophilus influenzae type b (HIB),"Haemophilus influenzae type B (Hib) is a bacteria. Hib infection can cause infections such as meningitis and epiglottitis, which can cause death or long-term complications. Hib infection is prevented by vaccination. Hib vaccination is recommended for all babies from 2 months of age, and for other people at risk of Hib. Hib infections can usually be treated with antibiotics. Key facts Haemophilus influenzae type B (Hib) is a bacteria. Hib infection can cause infections such as meningitis and epiglottitis, which can cause death or long-term complications. Hib infection is prevented by vaccination. Hib vaccination is recommended for all babies from 2 months of age, and for other people at risk of Hib. Hib infections can usually be treated with antibiotics.",https://www.healthdirect.gov.au/peripheral-neuropathy
Haemorrhoids,Haemorrhoids are lumps that occur inside and around your anus (back passage). Pressure in the veins (blood vessels) in your anus cause haemorrhoids. Haemorrhoids can cause pain and bleeding. Most symptoms go away without treatment. If your haemorrhoids are troublesome or painful they can be treated. Haemorrhoids are lumps that occur inside and around your anus (back passage). Pressure in the veins (blood vessels) in your anus cause haemorrhoids. Haemorrhoids can cause pain and bleeding. Most symptoms go away without treatment. If your haemorrhoids are troublesome or painful they can be treated.,https://www.healthdirect.gov.au/delirium
Hand foot and mouth disease,"Hand, foot and mouth disease is a very contagious and common viral illness that mainly affects children under 10 years old. The main symptoms are blisters in and around your child’s mouth, on the palms of their hands and soles of their feet. Your child may also have a fever and a sore throat and mouth. The virus spreads through contact with the fluid inside the blisters, as well as via faeces (poo), coughs and sneezes. Treat symptoms with paracetamol and rest, and by staying hydrated. Hand, foot and mouth disease is a very contagious and common viral illness that mainly affects children under 10 years old. The main symptoms are blisters in and around your child’s mouth, on the palms of their hands and soles of their feet. Your child may also have a fever and a sore throat and mouth. The virus spreads through contact with the fluid inside the blisters, as well as via faeces (poo), coughs and sneezes. Treat symptoms with paracetamol and rest, and by staying hydrated.",https://www.healthdirect.gov.au/peripheral-nerve-diseases
Hansen’s disease,"Leprosy is an infection of the skin and nerves caused by the bacteria Mycobacterium leprae. It's spread by respiratory droplets from untreated infected people. Leprosy is treated with antibiotics, which you need to take for 1 to 2 years. If it's not treated, leprosy can lead to deformities of your hands, feet and face. Leprosy is an infection of the skin and nerves caused by the bacteria Mycobacterium leprae. It's spread by respiratory droplets from untreated infected people. Leprosy is treated with antibiotics, which you need to take for 1 to 2 years. If it's not treated, leprosy can lead to deformities of your hands, feet and face.",https://www.healthdirect.gov.au/dehydration
Hashimoto's disease,"Hashimoto's disease, also known as Hashimoto’s thyroiditis, is an autoimmune condition. It usually causes low thyroid hormone levels in the body (hypothyroidism). Symptoms of hypothyroidism include fatigue, low mood, cold sensitivity, weight gain, constipation, dry skin, thinning hair, brittle nails, an enlarged thyroid and low libido. Hashimoto’s disease has no cure, but hypothyroidism can be treated with life-long thyroid hormone replacement medications. Hashimoto's disease, also known as Hashimoto’s thyroiditis, is an autoimmune condition. It usually causes low thyroid hormone levels in the body (hypothyroidism). Symptoms of hypothyroidism include fatigue, low mood, cold sensitivity, weight gain, constipation, dry skin, thinning hair, brittle nails, an enlarged thyroid and low libido. Hashimoto’s disease has no cure, but hypothyroidism can be treated with life-long thyroid hormone replacement medications.",https://www.healthdirect.gov.au/osteoarthritis
Head injuries,"A head injury can be caused by a blow or knock to the head — they can be serious even if you can’t see the injury. Head injuries may be mild, resulting in a small lump or bruise, or may be more serious, leading to brain injuries such as concussion or bleeding on the brain. If you have had a serious head injury, you need to seek medical attention urgently. Most people recover within 2 days from a mild injury, but you may need to slowly return to your usual activities after a head injury. You can help prevent head injuries by wearing a seat belt in the car, reducing your risk of falls and playing sports safely. A head injury can be caused by a blow or knock to the head — they can be serious even if you can’t see the injury. Head injuries may be mild, resulting in a small lump or bruise, or may be more serious, leading to brain injuries such as concussion or bleeding on the brain. If you have had a serious head injury, you need to seek medical attention urgently. Most people recover within 2 days from a mild injury, but you may need to slowly return to your usual activities after a head injury. You can help prevent head injuries by wearing a seat belt in the car, reducing your risk of falls and playing sports safely.",https://www.healthdirect.gov.au/pericarditis
Heart attack,"A heart attack occurs when the blood supply to your heart is blocked and your heart muscle can’t get enough oxygen. Common symptoms of a heart attack are chest pain, feeling breathless and sweating. Heart attacks are mostly caused by coronary heart disease. You can reduce your risk of having a heart attack by adopting a healthy lifestyle. severe getting worse, or lasting longer than 10 minutes A heart attack occurs when the blood supply to your heart is blocked and your heart muscle can’t get enough oxygen. Common symptoms of a heart attack are chest pain, feeling breathless and sweating. Heart attacks are mostly caused by coronary heart disease. You can reduce your risk of having a heart attack by adopting a healthy lifestyle. severe getting worse, or lasting longer than 10 minutes",https://www.healthdirect.gov.au/vitamin-a-deficiency
Heart valve disease,"Heart valve disease happens when one or more of your heart’s valves cannot open or close properly, affecting the blood flow through your heart and body. Symptoms of heart valve disease include a heart murmur (usually this is one of the first symptoms), chest pain, shortness of breath, tiredness, fainting, swelling of your ankles and feet, and having an irregular heartbeat. Heart valve disease can be caused by ageing, heart attacks, heart failure, genetics, or infection or scarring of your heart valves. There are many treatments available, such as medicines, surgery and other procedures, to replace or repair your valves. You can help prevent heart valve disease by having a healthy lifestyle, such as by eating healthily, keeping a healthy weight, limiting alcohol, quitting smoking and sleeping well. Heart valve disease happens when one or more of your heart’s valves cannot open or close properly, affecting the blood flow through your heart and body. Symptoms of heart valve disease include a heart murmur (usually this is one of the first symptoms), chest pain, shortness of breath, tiredness, fainting, swelling of your ankles and feet, and having an irregular heartbeat. Heart valve disease can be caused by ageing, heart attacks, heart failure, genetics, or infection or scarring of your heart valves. There are many treatments available, such as medicines, surgery and other procedures, to replace or repair your valves. You can help prevent heart valve disease by having a healthy lifestyle, such as by eating healthily, keeping a healthy weight, limiting alcohol, quitting smoking and sleeping well.",https://www.healthdirect.gov.au/pelvic-inflammatory-disease
Heartburn,"Heartburn happens when acid from your stomach refluxes (rises up) into your oesophagus (the tube connecting your mouth to your stomach). You may feel burning pain or discomfort in your chest after eating or when lying down. Heartburn might feel like it’s rising from your lower chest to your neck or throat. Some people find they only get heartburn after eating certain foods. The main treatments include diet and lifestyle changes, antacids and acid-reducing medicines. Key facts Heartburn happens when acid from your stomach refluxes (rises up) into your oesophagus (the tube connecting your mouth to your stomach). You may feel burning pain or discomfort in your chest after eating or when lying down. Heartburn might feel like it’s rising from your lower chest to your neck or throat. Some people find they only get heartburn after eating certain foods. The main treatments include diet and lifestyle changes, antacids and acid-reducing medicines.",https://www.healthdirect.gov.au/deep-vein-thrombosis
Heatstroke,"Heatstroke is a life threatening condition where your body overheats. It’s more common in hot, humid weather. As well as nausea, dizziness, headache and muscle cramps, heatstroke can cause hot, dry, red skin and confusion, seizures and loss of consciousness. If someone has heatstroke, try to cool them down while waiting for the ambulance, for example by moving them into a cool or shady place, removing excess clothing, and offering sips of cool drink. Be prepared for hot weather, stay out of the sun and drink plenty of water. Never leave children or animals alone in a car. Heatstroke is a life threatening condition where your body overheats. It’s more common in hot, humid weather. As well as nausea, dizziness, headache and muscle cramps, heatstroke can cause hot, dry, red skin and confusion, seizures and loss of consciousness. If someone has heatstroke, try to cool them down while waiting for the ambulance, for example by moving them into a cool or shady place, removing excess clothing, and offering sips of cool drink. Be prepared for hot weather, stay out of the sun and drink plenty of water. Never leave children or animals alone in a car.",https://www.healthdirect.gov.au/parkinsons-disease
Helicobacter pylori (H.pylori),Helicobacter pylori (H. pylori) is a type of bacterium that can live in the lining of the stomach. H. pylori can cause stomach inflammation (gastritis) and more serious conditions such as stomach ulcers and stomach cancer. Many Australians carry the bacteria without it causing any symptoms. Treating H. pylori infection heals most peptic ulcers and reduces the risk of stomach cancer. Helicobacter pylori (H. pylori) is a type of bacterium that can live in the lining of the stomach. H. pylori can cause stomach inflammation (gastritis) and more serious conditions such as stomach ulcers and stomach cancer. Many Australians carry the bacteria without it causing any symptoms. Treating H. pylori infection heals most peptic ulcers and reduces the risk of stomach cancer.,https://www.healthdirect.gov.au/deafness
Hepatitis,"Hepatitis means inflammation of your liver. There are different types of hepatitis — most are caused by viruses. Acute (short-term) hepatitis often has no symptoms, so you may not know you have it. Hepatitis can be diagnosed with blood tests. There are vaccines to protect you against hepatitis A, B and D. Hepatitis means inflammation of your liver. There are different types of hepatitis — most are caused by viruses. Acute (short-term) hepatitis often has no symptoms, so you may not know you have it. Hepatitis can be diagnosed with blood tests. There are vaccines to protect you against hepatitis A, B and D.",https://www.healthdirect.gov.au/parechovirus
Hepatitis A,"Hepatitis A is a viral infection of the liver. It can be spread by consuming contaminated food or drink. Symptoms include tiredness, fever, nausea and vomiting. Most people with hepatitis A make a full recovery — it does not cause chronic (long-term) liver disease. Vaccination and good hygiene can protect you against hepatitis A. Hepatitis A is a viral infection of the liver. It can be spread by consuming contaminated food or drink. Symptoms include tiredness, fever, nausea and vomiting. Most people with hepatitis A make a full recovery — it does not cause chronic (long-term) liver disease. Vaccination and good hygiene can protect you against hepatitis A.",https://www.healthdirect.gov.au/dandruff
Hepatitis B,"Hepatitis B is a viral infection that affects the liver. Symptoms of hepatitis B include dark urine, nausea and fatigue. However, many people have no symptoms at all. Hepatitis B infection can either be acute (when the illness lasts for less than 6 months), or chronic (the illness lasts for longer than 6 months). Hepatitis B can be prevented with vaccination. Key facts Hepatitis B is a viral infection that affects the liver. Symptoms of hepatitis B include dark urine, nausea and fatigue. However, many people have no symptoms at all. Hepatitis B infection can either be acute (when the illness lasts for less than 6 months), or chronic (the illness lasts for longer than 6 months). Hepatitis B can be prevented with vaccination.",https://www.healthdirect.gov.au/typhoid-and-paratyphoid
Hepatitis C,"Hepatitis C is a liver infection caused by the hepatitis C virus. It’s spread by contact with an infected person’s blood, such as through sharing needles or some sexual activities. Many people with hepatitis C don’t have any symptoms until their liver is damaged. It’s estimated that 8 out of 10 new cases of hepatitis C in Australia result from the unsafe injecting of drugs. There are very effective treatments available for hepatitis C infection. Key facts Hepatitis C is a liver infection caused by the hepatitis C virus. It’s spread by contact with an infected person’s blood, such as through sharing needles or some sexual activities. Many people with hepatitis C don’t have any symptoms until their liver is damaged. It’s estimated that 8 out of 10 new cases of hepatitis C in Australia result from the unsafe injecting of drugs. There are very effective treatments available for hepatitis C infection.",https://www.healthdirect.gov.au/cytomegalovirus-cmv
Hernias,A hernia is when tissues or organs bulge through a weak point in the surrounding muscle or tissue wall. There are several different types of hernias. Treatment depends on the type of hernia you have and your symptoms. Surgery is the main treatment for some types of hernia. Key facts A hernia is when tissues or organs bulge through a weak point in the surrounding muscle or tissue wall. There are several different types of hernias. Treatment depends on the type of hernia you have and your symptoms. Surgery is the main treatment for some types of hernia.,https://www.healthdirect.gov.au/pancreatitis
Herpes zoster (shingles),"Shingles is an infection that causes a painful, blistering rash. It is most common in people over 50 years. Shingles can be treated with antiviral medicine. You can’t catch shingles from someone who has shingles, but you can get chickenpox from someone who has shingles if you have never had chickenpox or the chickenpox vaccine. The shingles vaccine helps prevent you from getting shingles. Shingles is an infection that causes a painful, blistering rash. It is most common in people over 50 years. Shingles can be treated with antiviral medicine. You can’t catch shingles from someone who has shingles, but you can get chickenpox from someone who has shingles if you have never had chickenpox or the chickenpox vaccine. The shingles vaccine helps prevent you from getting shingles.",https://www.healthdirect.gov.au/cysts
Hiatus hernia,"A hiatus hernia is when a part of the stomach pushes up through a hole in the diaphragm, and moves into the lower part of the chest. Symptoms of a hiatus hernia can include heartburn, an acidic taste in the mouth, chest pain and shortness of breath. Many people with hiatus hernias have no symptoms. Over-the-counter antacid medicines and other prescription medicines may help relieve your symptoms. On rare occasions surgery is needed. Lifestyle changes can also reduce and relieve your symptoms. These may include changes to your diet, eating smaller meals, maintaining a healthy weight and quitting smoking. A hiatus hernia is when a part of the stomach pushes up through a hole in the diaphragm, and moves into the lower part of the chest. Symptoms of a hiatus hernia can include heartburn, an acidic taste in the mouth, chest pain and shortness of breath. Many people with hiatus hernias have no symptoms. Over-the-counter antacid medicines and other prescription medicines may help relieve your symptoms. On rare occasions surgery is needed. Lifestyle changes can also reduce and relieve your symptoms. These may include changes to your diet, eating smaller meals, maintaining a healthy weight and quitting smoking.",https://www.healthdirect.gov.au/pancreatic-cancer
High blood sugar,"Hyperglycaemia is when you have too much glucose (sugar) in your blood. People with diabetes can be at risk of hyperglycaemia. Symptoms of hyperglycaemia include feeling thirsty or tired, and needing to urinate (wee) a lot. There are many possible causes such as not having enough insulin or being sick or stressed. If you have type 2 diabetes and your blood sugar is often high, it could lead to long term problems. Hyperglycaemia is when you have too much glucose (sugar) in your blood. People with diabetes can be at risk of hyperglycaemia. Symptoms of hyperglycaemia include feeling thirsty or tired, and needing to urinate (wee) a lot. There are many possible causes such as not having enough insulin or being sick or stressed. If you have type 2 diabetes and your blood sugar is often high, it could lead to long term problems.",https://www.healthdirect.gov.au/upper-back-thoracic-pain
Hives,"Hives, also known as 'urticaria' or 'nettle rash', is a skin rash that can occur for a range of reasons, including allergies, medicines or infections. A hive rash looks like red or skin-coloured raised bumps or welts on the skin, which are usually itchy. A hives rash is caused when the body produces a substance called histamine, which is released by the body in response to a perceived threat. Hives is diagnosed clinically, meaning that your doctor can diagnose the rash by talking to you and looking at your rash. The rash usually resolves on its own, but if a hives rash continues or get worse, antihistamines can help relieve the symptoms. Key facts Hives, also known as 'urticaria' or 'nettle rash', is a skin rash that can occur for a range of reasons, including allergies, medicines or infections. A hive rash looks like red or skin-coloured raised bumps or welts on the skin, which are usually itchy. A hives rash is caused when the body produces a substance called histamine, which is released by the body in response to a perceived threat. Hives is diagnosed clinically, meaning that your doctor can diagnose the rash by talking to you and looking at your rash. The rash usually resolves on its own, but if a hives rash continues or get worse, antihistamines can help relieve the symptoms.",https://www.healthdirect.gov.au/cushings-syndrome
Hodgkin lymphoma,"Hodgkin lymphoma is a type of cancer that affects your lymphatic system. Hodgkin lymphoma is also called Hodgkin disease, and the average age at diagnosis is 45 years. A biopsy (tissue sample) is needed to diagnose Hodgkin lymphoma. Treatment depends on the type of Hodgkin lymphoma and whether it has spread. Key facts Hodgkin lymphoma is a type of cancer that affects your lymphatic system. Hodgkin lymphoma is also called Hodgkin disease, and the average age at diagnosis is 45 years. A biopsy (tissue sample) is needed to diagnose Hodgkin lymphoma. Treatment depends on the type of Hodgkin lymphoma and whether it has spread.",https://www.healthdirect.gov.au/tailbone-coccyx-pain-and-injury
Huntington’s disease,"Huntington's disease is an inherited condition that affects the nervous system. Huntington's disease is caused by a faulty gene that someone is born with. The most identifiable physical symptom is called chorea — rapid, involuntary movements of the fingers, limbs or facial muscles. Other cognitive and emotional symptoms include impulsiveness and difficulty communicating. There is currently no cure or effective treatment for Huntington's disease. Huntington's disease is an inherited condition that affects the nervous system. Huntington's disease is caused by a faulty gene that someone is born with. The most identifiable physical symptom is called chorea — rapid, involuntary movements of the fingers, limbs or facial muscles. Other cognitive and emotional symptoms include impulsiveness and difficulty communicating. There is currently no cure or effective treatment for Huntington's disease.",https://www.healthdirect.gov.au/cryptosporidiosis
Hurting yourself,"Self-harm is when a person hurts themselves on purpose. People who self-harm should be supported to seek help from a health care professional. If you have feelings of wanting to self-harm or kill yourself, call Lifeline on 13 11 14. If you think someone’s safety is at risk, call triple zero (000) immediately. Key facts Self-harm is when a person hurts themselves on purpose. People who self-harm should be supported to seek help from a health care professional. If you have feelings of wanting to self-harm or kill yourself, call Lifeline on 13 11 14. If you think someone’s safety is at risk, call triple zero (000) immediately.",https://www.healthdirect.gov.au/pagets-disease-of-bone
Hydrocephalus,"Hydrocephalus is caused by a build-up of cerebrospinal fluid in your brain. The most common symptoms are headache, nausea, vomiting and seizures. Hydrocephalus can affect babies, children, and adults. It is diagnosed by ultrasound, CT scan or MRI scan. Hydrocephalus is usually treated with a shunt to relieve pressure in the brain. Key facts Hydrocephalus is caused by a build-up of cerebrospinal fluid in your brain. The most common symptoms are headache, nausea, vomiting and seizures. Hydrocephalus can affect babies, children, and adults. It is diagnosed by ultrasound, CT scan or MRI scan. Hydrocephalus is usually treated with a shunt to relieve pressure in the brain.",https://www.healthdirect.gov.au/croup
Hypochondria,"Hypochondria is a type of anxiety disorder. People with hypochondria frequently worry about their health, even when nothing is seriously wrong. Signs can include going to the doctor frequently without feeling reassured, talking a lot about health and spending excessive time online researching symptoms. Hypochondria is more common in people who have a history of childhood neglect or abuse, serious physical illness and mental health issues. Treatment can include cognitive behaviour therapy and medicines, if needed.",https://www.healthdirect.gov.au/ovarian-cysts
Hypoglycaemia (low blood sugar),"Hypoglycaemia is when you have too little glucose (sugar) in your blood. People with diabetes can be at risk of becoming hypoglycaemia (hypo). Symptoms of a hypo include trembling, feeling lightheaded, sweating or irritability. If a person with diabetes is having a hypo, they need to quickly have some glucose. If hypoglycaemia gets worse, you can become unconscious.",https://www.healthdirect.gov.au/cri-du-chat-syndrome
Hypothyroidism,"Hypothyroidism (underactive thyroid) occurs when the thyroid gland does not make enough thyroid hormone. Symptoms vary, but can include fatigue, weight gain, heavy periods or sensitivity to the cold. The most common cause of hypothyroidism in Australia is the autoimmune disease, Hashimoto's disease. Your doctor will diagnose hypothyroidism after referring you for a blood test. Hypothyroidism is often treated with a synthetic version of the hormone thyroxine.",https://www.healthdirect.gov.au/ovarian-cancer
IBS (irritable bowel syndrome),"If you have irritable bowel syndrome (IBS), your symptoms may include abdominal pain, a bloated stomach and irregular bowel habits. You may have chronic diarrhoea or constipation, or alternating diarrhoea and constipation. Your doctor will rule out other illnesses before diagnosing IBS. Your doctor may suggest proven treatments for IBS, including several non-medicine treatments. A dietitian can often help identify your triggers, and help you manage your symptoms.",https://www.healthdirect.gov.au/otosclerosis
Impetigo,"Impetigo is a very common skin infection that causes skin sores and blisters. Impetigo is caused by staphylococcus or streptococcus bacteria. Impetigo usually affects young children, as the infection can easily spread in places such as schools and childcare centres — this is why it is sometimes called ‘school sores’. Your doctor can diagnose impetigo by looking at your sores and may also take a swab to test for bacteria. Impetigo is usually treated with antibiotics in the form of a cream, ointment, tablets or syrup, depending on the severity of the condition .",https://www.healthdirect.gov.au/otitis-media
Incontinence (urinary),"Urinary incontinence, or poor bladder control, is very common. There are different types of urinary incontinence, each with different causes. Symptoms can range from occasionally leaking some urine to wetting yourself. There are treatments and support available for urinary incontinence.",https://www.healthdirect.gov.au/osteoporosis
Incontinence – an overview,"Incontinence is the accidental loss or bladder or bowel control (doing a wee or poo when you don’t mean to). Urinary incontinence is when you have problems with bladder control, which can lead to leaks or accidents with urine (wee). Faecal incontinence is when you have trouble controlling your bowel, which can lead to accidental soiling. There are treatments and ways to help prevent incontinence.",https://www.healthdirect.gov.au/pubic-lice-crabs
Infertility,"The term infertility is used if a woman is not naturally pregnant after 12 months of regular unprotected sex. There can be many causes of infertility including lifestyle factors or some diseases. Having a healthy lifestyle can improve your fertility. If you are infertile and want to have a child, there are many treatment options, like ovulation induction or IVF.",https://www.healthdirect.gov.au/osteopaenia
